,dataset_id,dataset_name,dataset_shortname,genders,development_stage,organs,organ_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,disease,publication_name,publication_url
40,ce33dde2-382d-448c-b6ac-bfb424644f23,Single Cell RNA-Seq Analysis Reveals  Fate Decision of Human Pre-cDC Determined  by Transcription Factor Competition,PreCdcFateTxFactCompetition,unknown,human adult stage,blood,[{'blood': 188}],False,10.1186/s12860-019-0199-y,http://dx.doi.org/10.1186/s12860-019-0199-y,Single cell RNA-Seq reveals pre-cDCs fate determined by transcription factor combinatorial dose,normal,Single cell RNA-Seq reveals pre-cDCs fate determined by transcription factor combinatorial dose,https://pubmed.ncbi.nlm.nih.gov/31253076/
41,52d10a60-c8d1-4d06-8a5e-af0d5c0d5034,Genomic profiling of human spermatogonial stem cells,HumanSpermatogonialStemCells,male,human adult stage,testis,[{'testis': 175}],False,10.21037/sci.2018.04.04,http://dx.doi.org/10.21037/sci.2018.04.04,Epigenomic and single-cell profiling of human spermatogonial stem cells,normal,Chromatin and Single-Cell RNA-Seq Profiling Reveal Dynamic Signaling and Metabolic Transitions during Human Spermatogonial Stem Cell Development,https://www.cell.com/cell-stem-cell/fulltext/S1934-5909(17)30370-3?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1934590917303703%3Fshowall%3Dtrue#secsectitle0015
42,455b46e6-d8ea-4611-861e-de720a562ada,"Transcriptomic characterisation of haematopoietic stem and progenitor cells from human adult bone marrow, spleen and peripheral blood",AdultHemOrgans,female | male,human adult stage,bone marrow | blood | spleen,"[{'bone marrow': 87532}, {'blood': 25016}, {'spleen': 60043}]",False,10.1111/j.1423-0410.2011.01471.x,http://dx.doi.org/10.1111/j.1423-0410.2011.01471.x,"Quality controls of cryopreserved haematopoietic progenitor cells (peripheral blood, cord blood, bone marrow)",N/A,Quantitative and molecular differences distinguish adult human medullary and extramedullary haematopoietic stem and progenitor cell landscapes.,https://doi.org/10.1101/2020.01.26.919753
43,c5ca43aa-3b2b-4216-8eb3-f57adcbc99a1,Single-cell sequencing unveils distinct immune microenvironment in human chronic pancreatitis,CPmicroEnvironment,female | male,adolescent stage | child stage | human adult stage,pancreas,[{'pancreas': None}],False,10.1101/2021.04.05.438347,http://dx.doi.org/10.1101/2021.04.05.438347,Single-cell sequencing unveils distinct immune microenvironment with CCR6-CCL20 crosstalk in human chronic pancreatitis,chronic pancreatitis | hereditary chronic pancreatitis | normal,Single-cell sequencing unveils distinct immune microenvironment with CCR6-CCL20 crosstalk in human chronic pancreatitis,https://www.biorxiv.org/content/10.1101/2021.04.05.438347v2.full.pdf
44,4bec484d-ca7a-47b4-8d48-8830e06ad6db,Single-cell RNA-Seq Investigation of Foveal and Peripheral Expression in the Human Retina,HumanFoveaRetinaScheetzSheffield,female | male,human adult stage,retina,[{'retina': 8217}],False,10.1016/j.exer.2019.05.001,http://dx.doi.org/10.1016/j.exer.2019.05.001,Molecular characterization of foveal versus peripheral human retina by single-cell RNA sequencing,glaucoma (disease) | normal,Molecular characterization of foveal versus peripheral human retina by single-cell RNA sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6596422/
45,4d6f6c96-2a83-43d8-8fe1-0f53bffd4674,Dissecting the human liver cellular landscape by single cell RNA-seq reveals novel intrahepatic monocyte/ macrophage populations,SingleCellLiverLandscape,female | male,human adult stage,liver,[{'liver': 30000}],False,10.1038/s41467-018-06318-7,http://dx.doi.org/10.1038/s41467-018-06318-7,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,normal,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6197289/
46,602628d7-c038-48a8-aa97-ffbb2cb44c9d,A Single-cell Transcriptomic Atlas of Human Intervertebral Disc,AtlasOfHumanIntervertebralDisc,male,human adult stage,intervertebral disk | bone element | skeletal element,"[{'intervertebral disk': None}, {'bone element': None}, {'skeletal element': None}]",False,10.1016/j.devcel.2020.11.002,http://dx.doi.org/10.1016/j.devcel.2020.11.002,A Single-Cell Transcriptomic Atlas of Human Skin Aging,normal,Spatially defined single-cell transcriptional profiling characterizes diverse chondrocyte subtypes and nucleus pulposus progenitors in human intervertebral discs.,https://www.nature.com/articles/s41413-021-00163-z#Abs1
47,3a694703-3084-4ece-9abe-d935fd5f6748,Tracing pluripotency of human early embryos and embryonic stem cells by single cell RNA-seq,HumanPreimplantationEmbryosESCs,female,human adult stage,embryo | blastocyst,"[{'embryo': 90}, {'blastocyst': 34}]",False,10.1038/nsmb.2660,http://dx.doi.org/10.1038/nsmb.2660,Single-cell RNA-Seq profiling of human preimplantation embryos and embryonic stem cells,normal,Single-cell RNA-Seq profiling of human preimplantation embryos and embryonic stem cells,https://pubmed.ncbi.nlm.nih.gov/23934149/#affiliation-1
48,c1a9a93d-d9de-4e65-9619-a9cec1052eaa,Single-cell RNA-sequencing reveals profibrotic roles of distinct epithelial and mesenchymal lineages in pulmonary fibrosis,PulmonaryFibrosisGSE135893,unknown,human adult stage,lung,[{'lung': 112500}],True,10.1101/753806,http://dx.doi.org/10.1101/753806,Single-cell RNA-sequencing reveals profibrotic roles of distinct epithelial and mesenchymal lineages in pulmonary fibrosis,hypersensitivity pneumonitis | idiopathic pulmonary fibrosis | interstitial lung disease | non-specific interstitial pneumonia | normal | sarcoidosis,Single-cell RNA-sequencing reveals profibrotic roles of distinct epithelial and mesenchymal lineages in pulmonary fibrosis,https://www.biorxiv.org/content/10.1101/753806v1
49,b9484e4e-dc40-4e38-9b85-4cecf5b8c068,The effect of Mtb aggregation on monocyte-derived macrophage transcription profiles,mtbAggregation,unknown,human adult stage,blood,[{'blood': 600000}],False,10.1002/jlb.63.4.405,http://dx.doi.org/10.1002/jlb.63.4.405,Transcription factors that regulate monocyte/macrophage differentiation,normal,Aggregated Mycobacterium tuberculosis enhances the inflammatory response,https://www.biorxiv.org/content/10.1101/2021.03.23.436577v1
50,403c3e76-6814-4a2d-a580-5dd5de38c7ff,The Developmental Heterogeneity of Human Natural Killer Cells Defined by Single-cell Transcriptome,HumanNaturalKillerDiversityYang,female | male,human adult stage,hematopoietic system | blood,"[{'hematopoietic system': None}, {'blood': None}]",False,10.1038/s41467-019-11947-7,http://dx.doi.org/10.1038/s41467-019-11947-7,Heterogeneity of human bone marrow and blood natural killer cells defined by single-cell transcriptome,GATA2 deficiency with susceptibility to MDS/AML | normal,Heterogeneity of human bone marrow and blood natural killer cells defined by single-cell transcriptome.,
51,8bd2e5f6-9453-4b9b-9c56-59e3a40dc87e,Human photoreceptor cells from different macular subregions have distinct transcriptional profiles,photoreceptorMacularSubregions,female | male,human adult stage,retina,[{'retina': 34492}],True,10.1093/hmg/ddab140,http://dx.doi.org/10.1093/hmg/ddab140,Human photoreceptor cells from different macular subregions have distinct transcriptional profiles,lung cancer | normal,Human photoreceptor cells from different macular subregions have distinct transcriptional profiles,https://academic.oup.com/hmg/advance-article/doi/10.1093/hmg/ddab140/6278862
52,8d566d35-d8d3-4975-a351-be5e25e9b2ea,Lifespan charactarization of the nasal mucosa,nasalMucosaLifespan,female | male | unknown,2-5 year-old child stage | 25-44 year-old human stage | 6-12 year-old child stage | adolescent stage | child stage | human middle aged stage | under-1-year-old human stage | young adult stage,nose,[{'nose': None}],False,10.1515/9783110888157-002,http://dx.doi.org/10.1515/9783110888157-002,Charactarization,asthma | chronic rhinosinusitis | cystic fibrosis | influenza | normal | type 1 diabetes mellitus,Immune cell residency in the nasal mucosa may partially explain respiratory disease severity across the age range,https://pubmed.ncbi.nlm.nih.gov/34354210/
53,c41dffbf-ad83-447c-a0e1-13e689d9b258,Resolving the fibrotic niche of human liver cirrhosis using single-cell transcriptomics,HealthyAndCirrhoticLiver,female | male,adult | human adult stage,blood | liver,"[{'blood': None}, {'liver': None}]",True,10.1101/766113,http://dx.doi.org/10.1101/766113,Resolving the fibrotic niche of human liver cirrhosis using single-cell transcriptomics,alcoholic fatty liver disease | cirrhosis of liver | hereditary hemochromatosis | non-alcoholic fatty liver disease | normal | primary biliary cholangitis,Resolving the fibrotic niche of human liver cirrhosis at single-cell level,
54,376a7f55-b876-4f60-9cf3-ed7bc83d5415,Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs,AtlasOfMajorAdultOrgans,male,human adult stage,bile duct | bladder organ | rectum | liver | heart | spleen | muscle organ | stomach | lymph node | trachea | blood | small intestine | esophagus | bone marrow | skin of body,"[{'bile duct': 5625}, {'bladder organ': 5625}, {'rectum': 5625}, {'liver': 5625}, {'heart': 5625}, {'spleen': 5625}, {'muscle organ': 5625}, {'stomach': 5625}, {'lymph node': 5625}, {'trachea': 5625}, {'blood': 5625}, {'small intestine': 5625}, {'esophagus': 5625}, {'bone marrow': 5625}, {'skin of body': 5625}]",True,10.1101/2020.03.18.996975,http://dx.doi.org/10.1101/2020.03.18.996975,Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs,normal,Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7720616/
55,d3446f0c-30f3-4a12-b7c3-6af877c7bb2d,A single cell atlas of human teeth,atlasOfHumanTeeth,unknown,human adult stage,molar tooth,[{'molar tooth': 100000}],True,10.1101/2021.02.19.431962,http://dx.doi.org/10.1101/2021.02.19.431962,A single cell atlas of human teeth,normal,A single-cell atlas of human teeth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099559/#mmc1
56,08b794a0-519c-4516-b184-c583746254c5,Single-Cell RNA-Seq Analysis Maps Development of Human Germline Cells and Gonadal- Niche Interactions,HumanGermlineCells,female | male | mixed,embryo stage,gonad,[{'gonad': 43}],False,10.1016/j.stem.2017.05.009,http://dx.doi.org/10.1016/j.stem.2017.05.009,Single-Cell RNA-Seq Analysis Maps Development of Human Germline Cells and Gonadal Niche Interactions,normal,Single-Cell RNA-Seq Analysis Maps Development of Human Germline Cells and Gonadal- Niche Interactions,https://www.cell.com/cell-stem-cell/fulltext/S1934-5909(17)30078-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1934590917300784%3Fshowall%3Dtrue
57,dbcd4b1d-31bd-4eb5-94e1-50e8706fa192,Single-Cell RNA Sequencing Reveals Human iPS Cell-derived Alveolar Type 1 Cells in Alveolar Organoids,HumanIpscDerivedAlveolarOrganoids,female,human adult stage,lung,[{'lung': 83}],False,10.1038/nmeth.4448,http://dx.doi.org/10.1038/nmeth.4448,Long-term expansion of alveolar stem cells derived from human iPS cells in organoids,normal,Directed induction of alveolar type I cells derived from pluripotent stem cells via Wnt signaling inhibition.,https://stemcellsjournals.onlinelibrary.wiley.com/doi/full/10.1002/stem.3302
58,996120f9-e84f-409f-a01e-732ab58ca8b9,A human single cell atlas of the substantia nigra reveals novel cell specific pathways associated with the genetic risk of Parkinson’s disease and neuropsychiatric disorders.,HumanBrainSubstantiaNigra,female | male,human adult stage,brain,[{'brain': None}],False,10.1101/2020.04.29.067587,http://dx.doi.org/10.1101/2020.04.29.067587,A human single-cell atlas of the Substantia nigra reveals novel cell-specific pathways associated with the genetic risk of Parkinson’s disease and neuropsychiatric disorders,normal,A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders.,https://www.nature.com/articles/s41467-020-17876-0
59,4037007b-0eff-4e6d-b7bd-8dd8eec80143,Single Cell RNA-Sequencing of Human Limb Skeletal Muscle across Development and Myogenic Culture from Pluripotent Stem Cells,pyleSkeletalMuscle,female | unknown,6-12 year old child stage | embryonic human stage | fetal stage | human adult stage,hindlimb | muscle | muscle organ,"[{'hindlimb': 55347}, {'muscle': 34497}, {'muscle organ': 4743}]",False,10.1016/j.dib.2020.106657,http://dx.doi.org/10.1016/j.dib.2020.106657,Single cell RNA-sequencing data generated from human pluripotent stem cell-derived lens epithelial cells,normal,A Human Skeletal Muscle Atlas Identifies the Trajectories of Stem and Progenitor Cells across Development and from Human Pluripotent Stem Cells,https://pubmed.ncbi.nlm.nih.gov/32619514/
60,591af954-cdcd-4839-96d3-a0d1b1e885ac,Single-cell RNA sequencing of peripheral blood reveals immune cell signatures in Alzheimer's disease,cellSignaturesInAlzheimer,female | male,human adult stage,blood,[{'blood': None}],False,10.3389/fimmu.2021.645666,http://dx.doi.org/10.3389/fimmu.2021.645666,Single-Cell RNA Sequencing of Peripheral Blood Reveals Immune Cell Signatures in Alzheimer’s Disease,Alzheimer disease | normal,Single-Cell RNA Sequencing of Peripheral Blood Reveals Immune Cell Signatures in Alzheimer's Disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8382575/
61,5116c081-8be7-49c5-8ce0-73b887328aa9,A comprehensive single cell transcriptional landscape of human hematopoietic progenitors,HumanHematopoieticProgenitors,unknown,human adult stage,hematopoietic system,[{'hematopoietic system': None}],True,10.1038/s41467-019-10291-0,http://dx.doi.org/10.1038/s41467-019-10291-0,A comprehensive single cell transcriptional landscape of human hematopoietic progenitors,normal,"A comprehensive single cell transcriptional
landscape of human hematopoietic progenitors",https://www.nature.com/articles/s41467-019-10291-0.pdf?origin=ppub
62,dd7f2436-0c56-4709-bd17-e526bba4cc15,Single Cell RNA-Seq profiling of human embryonic kidney outer and inner cortical cells and kidney organoid cells,HumanDevoKidneyAndOrganoids,female | unknown,fetal stage | human adult stage,kidney,[{'kidney': None}],False,10.1038/nsmb.2660,http://dx.doi.org/10.1038/nsmb.2660,Single-cell RNA-Seq profiling of human preimplantation embryos and embryonic stem cells,normal,In VivoDevelopmental Trajectories of Human PodocyteInformIn VitroDifferentiation of Pluripotent Stem Cell-Derived Podocytes,https://www.cell.com/developmental-cell/fulltext/S1534-5807(19)30486-1?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1534580719304861%3Fshowall%3Dtrue
63,abe1a013-af7a-45ed-8c26-f3793c24a1f4,Spatio-temporal immune zonation of the human kidney,KidneySingleCellAtlas,female | male,Carnegie stage 01 | human adult stage,kidney,[{'kidney': None}],False,10.1126/science.aat5031,http://dx.doi.org/10.1126/science.aat5031,Spatiotemporal immune zonation of the human kidney,acquired aneurysmal subarachnoid hemorrhage | cardiac arrest | normal | reversible cerebral vasoconstriction syndrome | stroke disorder,Spatiotemporal immune zonation of the human kidney,https://science.sciencemag.org/content/365/6460/1461
64,ef1d9888-fa86-47a4-bb72-0ab0f20f7004,Single-cell atlas of early human brain development highlights heterogeneity of human neuroepithelial cells and early radial glia.,dcp1219560702433721,unknown,Carnegie stage 12 | Carnegie stage 13 | Carnegie stage 14 | Carnegie stage 15 | Carnegie stage 19 | Carnegie stage 20 | Carnegie stage 22,brain | eye,"[{'brain': None}, {'eye': None}]",True,10.1101/2020.03.06.981423,http://dx.doi.org/10.1101/2020.03.06.981423,Single-Cell Atlas of Early Human Brain Development Highlights Heterogeneity of Human Neuroepithelial Cells and Early Radial Glia,normal,Single-cell atlas of early human brain development highlights heterogeneity of human neuroepithelial cells and early radial glia.,https://doi.org/10.1038/s41593-020-00794-1
65,2b38025d-a5ea-4c0f-b22e-367824bcaf4c,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,humanEndometriumDynamics,female,human adult stage,uterus,[{'uterus': None}],True,10.1101/2021.01.02.425073,http://dx.doi.org/10.1101/2021.01.02.425073,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,normal,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,
66,53c53cd4-8127-4e12-bc7f-8fe1610a715c,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,ProstateCellAtlas,male,human adult stage,prostate gland,[{'prostate gland': 108701}],True,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,normal,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,https://www.cell.com/cell-reports/fulltext/S2211-1247(18)31877-1?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2211124718318771%3Fshowall%3Dtrue
67,8787c238-89ef-4636-a57d-3167e8b54a80,Comparison of manual and two types of bioprinted kidney organoids by single cell RNA-seq.,KidneyOrganoidsBioprinting,male,human adult stage,kidney,[{'kidney': None}],False,10.1681/asn.2020101407,http://dx.doi.org/10.1681/asn.2020101407,Targeted Single-Cell RNA-seq Identifies Minority Cell Types of Kidney Distal Nephron,normal,Cellular extrusion bioprinting improves kidney organoid reproducibility and conformation.,https://www.nature.com/articles/s41563-020-00853-9
68,65858543-530d-48a6-a670-f972b34dfe10,Single cell RNA-sequencing on healthy and IPF lung mesenchymal cells.,healthyIPFLungMesenchymalCells,unknown,human adult stage,lung,[{'lung': None}],False,10.1164/ajrccm-conference.2019.199.1_meetingabstracts.a5394,http://dx.doi.org/10.1164/ajrccm-conference.2019.199.1_meetingabstracts.a5394,Single Cell Transcriptome Sequencing Identifies Pathogenic IPF Mesenchymal Progenitor Cells,idiopathic pulmonary fibrosis | normal,Categorization of lung mesenchymal cells in development and fibrosis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8188567/
69,962bd805-eb89-4c54-bad2-008e497d1307,Single-cell analysis reveals congruence between kidney organoids and human fetal kidney,SC_analysis_kidney_organoids_fetal_kidney,female,12th week post-fertilization human stage,kidney,[{'kidney': None}],True,10.1186/s13073-019-0615-0,http://dx.doi.org/10.1186/s13073-019-0615-0,Single-cell analysis reveals congruence between kidney organoids and human fetal kidney,normal,Evaluation of variability in human kidney organoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6634992/
70,c893cb57-5c9f-4f26-9312-21b85be84313,Colonic single epithelial cell census reveals goblet cell drivers of barrier breakdown in inflammatory bowel disease.,EpithelialDiversityHealthInflammation,unknown,human adult stage,digestive system,[{'digestive system': 72000}],False,10.1038/s41586-019-0992-y,http://dx.doi.org/10.1038/s41586-019-0992-y,Colonic epithelial cell diversity in health and inflammatory bowel disease,normal | ulcerative colitis (disease),Colonic epithelial cell diversity in health and inflammatory bowel disease.,https://www.nature.com/articles/s41586-019-0992-y
71,6c040a93-8cf8-4fd5-98de-2297eb07e9f6,Characterization of the transcriptional landscape of human developing hippocampus,hippocampus_development,female | male,16th week post-fertilization human stage | 18th week post-fertilization human stage | 20th week post-fertilization human stage | 22nd week post-fertilization human stage | 25th week post-fertilization human stage | 27th week post-fertilization human stage,brain,[{'brain': 33098}],False,10.18632/oncotarget.15837,http://dx.doi.org/10.18632/oncotarget.15837,Transcriptional landscape of human cancers,normal,Decoding the development of the human hippocampus.,https://www.nature.com/articles/s41586-019-1917-5
72,a9c022b4-c771-4468-b769-cabcf9738de3,"Comparison, calibration, and benchmarking of high-throughput single cell RNA-Seq techniques for unbiased cell-type classification","Drop-seq, DroNc-seq, Fluidigm C1 Comparison",female,human adult stage,heart | stem cell,"[{'heart': None}, {'stem cell': None}]",False,10.1101/2020.09.04.283499,http://dx.doi.org/10.1101/2020.09.04.283499,Systematic comparison of high-throughput single-cell RNA-seq methods for immune cell profiling,normal,Systematic Comparison of High-throughput Single-Cell and  Single-Nucleus Transcriptomes during Cardiomyocyte Differentiation,https://www.nature.com/articles/s41598-020-58327-6
73,091cf39b-01bc-42e5-9437-f419a66c8a45,Profiling of CD34+ cells from human bone marrow to understand hematopoiesis,HumanHematopoieticProfiling,female | male,human adult stage,hematopoietic system,[{'hematopoietic system': 1480000}],False,10.17504/protocols.io.bvswn6fe,http://dx.doi.org/10.17504/protocols.io.bvswn6fe,CD34+ isolation from human bone marrow v1,normal,Characterization of cell fate probabilities in single-cell data with Palantir,https://www.nature.com/articles/s41587-019-0068-4
74,116965f3-f094-4769-9d28-ae675c1b569c,Single cell profiling of human induced dendritic cells generated by direct reprogramming of embryonic fibroblasts,Reprogrammed_Dendritic_Cells,unknown,Carnegie stage 18,embryo | embryo,"[{'embryo': None}, {'embryo': None}]",False,10.1007/978-1-0716-0301-7_18,http://dx.doi.org/10.1007/978-1-0716-0301-7_18,Direct Reprogramming of Mouse Embryonic Fibroblasts to Induced Trophoblast Stem Cells,normal,N/A,N/A
75,41fb1734-a121-4616-95c7-3b732c9433c7,GM-CSF-producing T helper cells: a distinct subset of T helper cells.,TCellsNeuroinflammation,unknown,human adult stage,blood,[{'blood': None}],False,10.1038/cr.2014.155,http://dx.doi.org/10.1038/cr.2014.155,Producing GM-CSF: a unique T helper subset?,normal,N/A,N/A
76,8dacb243-e918-4bd2-bb9a-aac6dc424161,Female human primordial germ cells display X-chromosome dosage compensation despite the absence of X-inactivation [Male],MalePrimordialGermCells,male,fetal stage,testis,[{'testis': 30000}],False,10.1038/s41556-020-00607-4,http://dx.doi.org/10.1038/s41556-020-00607-4,Female human primordial germ cells display X-chromosome dosage compensation despite the absence of X-inactivation,normal,Female human primordial germ cells display X-chromosome dosage compensation despite the absence of X-inactivation.,https://www.nature.com/articles/s41556-020-00607-4
77,ce7b12ba-664f-4f79-8fc7-3de6b1892183,Single-nucleus RNA sequencing of human cortex affected by multiple sclerosis.,MultipleSclerosisLineageDiversity,female | male,human adult stage,brain,[{'brain': 84000}],False,10.1016/j.biopsych.2019.03.704,http://dx.doi.org/10.1016/j.biopsych.2019.03.704,F167. Multiplexed Single-Nucleus RNA Sequencing of Postmortem Human Prefrontal Cortex in Schizophrenia and Bipolar Disorder,multiple sclerosis | normal,Neuronal vulnerability and multilineage diversity in multiple sclerosis.,https://pubmed.ncbi.nlm.nih.gov/31316211/
78,7b947aa2-43a7-4082-afff-222a3e3a4635,Single cell RNA-Seq of E18.5 developing mouse kidney and human kidney organoids,DevelopingMouseKidneyHumanKidneyOrganoids,female,Theiler stage 26 | fetal stage,whole embryos | kidney,"[{'whole embryos': None}, {'kidney': None}]",False,10.1186/s13073-019-0615-0,http://dx.doi.org/10.1186/s13073-019-0615-0,Single-cell analysis reveals congruence between kidney organoids and human fetal kidney,normal,"High throughput single cell RNA-seq of developing mouse kidney and human kidney
organoids reveals a roadmap for recreating the kidney",https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-019-0615-0
79,1cd1f41f-f81a-486b-a05b-66ec60f81dcf,A single-cell survey of the human first-trimester placenta and decidua,HumanFirstTrimesterPlacentaDecidua,female | male | unknown,embryonic human stage | fetal stage | human adult stage,placenta,[{'placenta': 22526}],True,10.1126/sciadv.aau4788,http://dx.doi.org/10.1126/sciadv.aau4788,A single-cell survey of the human first-trimester placenta and decidua,normal,A single-cell survey of the human first-trimester placenta and decidua,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/30402542/
80,5b5f05b7-2482-468d-b76d-8f68c04a7a47,Integrative computational analysis of the substantia nigra pars compacta and the locus coeruleus,Substantia_nigra_and_locus_coeruleus,female | male,human adult stage,brain,[{'brain': None}],False,10.1007/978-3-540-29678-2_5723,http://dx.doi.org/10.1007/978-3-540-29678-2_5723,"Substantia Nigra, Pars Compacta",Alzheimer disease | alcohol abuse | atherosclerosis | cardiac rhythm disease | cardiac tamponade | cardiomyopathy | cardiovascular disease | cerebral amyloid angiopathy | chronic kidney disease | depressive disorder | dilated cardiomyopathy | hypertensive disorder | normal | pericarditis (disease),Single-cell multi-omic integration compares and contrasts features of brain cell identity,https://www.biorxiv.org/content/10.1101/459891v1
